,AMC_name,Mutual Fund Name,category,risk_type,fund_rating,return_1yr,return_3yr,return_5yr
734,Sundaram,Sundaram Banking & PSU Debt Fund Direct Growth,Debt,Moderate Risk,2.0,3.57,4.64,6.06
735,DSP,DSP Ultra Short Fund Direct Plan Growth,Debt,Low to Moderate Risk,3.0,4.95,4.62,5.55
736,IDFC,IDFC Ultra Short Term Fund Direct Growth,Debt,Low to Moderate Risk,2.0,4.74,4.6,
737,HSBC,HSBC Money Market Fund Direct Growth,Debt,Low to Moderate Risk,2.0,4.7,4.59,6.04
738,IDFC,IDFC Arbitrage Fund Direct Growth,Hybrid,Low Risk,3.0,4.91,4.57,5.51
739,Union,Union Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,1.0,1.64,4.54,5.71
740,HSBC,HSBC Short Duration(Ex) Fund Direct Growth,Debt,Low to Moderate Risk,1.0,3.01,4.51,4.06
741,SBI,SBI Arbitrage Opportunities Fund Direct Growth,Hybrid,Low Risk,2.0,5.18,4.5,5.39
742,HSBC,HSBC Flexi Debt Fund Direct Growth,Debt,Low to Moderate Risk,2.0,1.5,4.5,5.8
743,Aditya,Aditya Birla Sun Life Retirement Fund The 50s Plus Debt Plan Direct Growth,Solution Oriented,Moderate Risk,1.0,3.15,4.49,
744,Union,Union Arbitrage Fund Direct Growth,Hybrid,Low Risk,3.0,4.46,4.49,
745,Sundaram,Sundaram Money Market Fund Direct Growth,Debt,Low Risk,2.0,4.92,4.47,
746,DSP,DSP Arbitrage Fund Direct Growth,Hybrid,Low Risk,3.0,4.8,4.46,
747,WhiteOak,WhiteOak Capital Ultra Short Term Fund Direct Growth,Debt,Moderately Low Risk,2.0,4.77,4.42,
748,PGIM,PGIM India Arbitrage Fund Direct Growth,Hybrid,Low Risk,2.0,4.54,4.41,5.18
749,HDFC,HDFC Arbitrage Fund Wholesale Direct Growth,Hybrid,Low Risk,2.0,4.82,4.4,5.18
750,Bank,Bank of India Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,2.0,4.73,4.38,5.72
751,LIC,LIC MF Arbitrage Fund Direct Growth,Hybrid,Low Risk,2.0,5.07,4.37,
752,IDBI,IDBI Liquid Fund Direct Growth,Debt,Low to Moderate Risk,4.0,5.11,4.33,5.43
753,Mahindra,Mahindra Manulife Liquid Fund Direct Growth,Debt,Low to Moderate Risk,5.0,5.17,4.29,5.42
754,Nippon,Nippon India Credit Risk Fund Direct Growth,Debt,High Risk,2.0,4.78,4.28,4.43
755,Edelweiss,Edelweiss Liquid Direct Growth,Debt,Low to Moderate Risk,4.0,5.1,4.28,5.41
756,Canara,Canara Robeco Ultra Short Term Fund Direct Growth,Debt,Low to Moderate Risk,2.0,4.66,4.27,5.32
757,Union,Union Liquid Fund Direct Growth,Debt,Low to Moderate Risk,3.0,5.14,4.27,4.58
758,Aditya,Aditya Birla Sun Life Liquid Fund Direct Growth,Debt,Moderately High Risk,4.0,5.14,4.26,5.39
759,LIC,LIC MF Liquid Fund Direct Growth,Debt,Moderate Risk,3.0,5.07,4.25,5.35
760,Baroda,Baroda BNP Paribas Liquid Direct Fund Growth,Debt,Moderate Risk,5.0,5.18,4.24,5.38
761,Nippon,Nippon India Liquid Fund Direct Growth,Debt,Low to Moderate Risk,3.0,5.11,4.24,5.38
762,Franklin,Franklin India Liquid Fund Direct Growth,Debt,Low to Moderate Risk,3.0,5.11,4.24,5.41
763,PGIM,PGIM India Liquid Fund Direct Plan Growth,Debt,Low to Moderate Risk,4.0,5.12,4.24,5.38
764,Tata,Tata Liquid Fund Direct Growth,Debt,Low to Moderate Risk,3.0,5.08,4.24,5.35
765,Axis,Axis Liquid Direct Fund Growth,Debt,Low to Moderate Risk,4.0,5.14,4.24,5.36
766,Mirae,Mirae Asset Cash Management Fund Direct Growth,Debt,Low to Moderate Risk,3.0,5.13,4.23,5.33
767,UTI,UTI Liquid Cash Direct Growth,Debt,Moderate Risk,4.0,5.12,4.22,5.34
768,ICICI,ICICI Prudential Liquid Fund Direct Plan Growth,Debt,Moderate Risk,2.0,5.05,4.22,5.33
769,Sundaram,Sundaram Liquid Direct Growth,Debt,Low to Moderate Risk,4.0,5.15,4.22,5.14
770,Taurus,Taurus Short Term Income Fund Direct Growth,Debt,Moderately Low Risk,1.0,9.35,4.21,6.49
771,Bank,Bank of India Liquid Fund Direct Growth,Debt,Low to Moderate Risk,4.0,5.18,4.2,5.3
772,DSP,DSP Liquidity Direct Growth,Debt,Low to Moderate Risk,3.0,5.11,4.19,5.31
773,SBI,SBI Liquid Fund Direct Plan Growth,Debt,Moderate Risk,3.0,5.07,4.19,5.29
774,DSP,DSP 10Y G Sec Fund Direct Growth,Debt,Moderate Risk,,1.42,4.17,6.05
775,HDFC,HDFC Liquid Direct Plan Growth,Debt,Low to Moderate Risk,2.0,5.07,4.16,5.26
776,Kotak,Kotak Liquid Direct Growth,Debt,Moderate Risk,3.0,5.06,4.16,5.26
777,JM,JM Liquid Fund Direct Growth,Debt,Low to Moderate Risk,4.0,5.11,4.15,5.29
778,HSBC,HSBC Liquid Fund Direct Growth,Debt,Low to Moderate Risk,3.0,5.13,4.15,5.31
779,ICICI,ICICI Prudential Global Advantage Fund (FOF) Direct Growth,Other,High Risk,,-4.32,4.15,
780,Invesco,Invesco India Liquid Fund Direct Growth,Debt,Low to Moderate Risk,3.0,5.1,4.15,5.27
781,IDFC,IDFC Cash Direct Plan Growth,Debt,Low to Moderate Risk,3.0,5.1,4.12,5.2
782,Navi,Navi Liquid Fund Super Institutional Plan Direct Growth,Debt,Moderate Risk,5.0,5.28,4.12,5.21
783,LIC,LIC MF Ultra Short Term Fund Direct Growth,Debt,Moderately Low Risk,1.0,4.67,4.12,
784,PGIM,PGIM India Credit Risk Fund Direct Growth,Debt,Low to Moderate Risk,2.0,9.6,4.08,5.31
785,HSBC,HSBC Low Duration Fund(Ex) Direct Growth,Debt,Low to Moderate Risk,1.0,4.02,4.06,3.51
786,Mahindra,Mahindra Manulife Dynamic Bond Yojana Direct Growth,Debt,Moderate Risk,3.0,2.71,4.04,
787,Indiabulls,Indiabulls Liquid Direct Fund Growth,Debt,Moderate Risk,1.0,4.9,3.98,5.17
788,Canara,Canara Robeco Liquid Direct Plan Growth,Debt,Low to Moderate Risk,2.0,5.11,3.98,5.12
789,Baroda,Baroda BNP Paribas Money Market Fund Direct Growth,Debt,Low to Moderate Risk,1.0,4.54,3.97,
790,Navi,Navi Ultra Short Term Fund Super Institutional Plan Direct Growth,Debt,Low to Moderate Risk,1.0,3.0,3.97,5.28
791,DSP,DSP World Agriculture Direct Plan Growth,Other,Very High Risk,,-7.05,3.94,4.17
792,Quantum,Quantum Liquid Fund Direct Growth,Debt,Low Risk,2.0,4.87,3.88,4.84
793,Parag,Parag Parikh Liquid Fund Direct Growth,Debt,Low to Moderate Risk,2.0,4.82,3.88,
794,Mirae,Mirae Asset Overnight Fund Direct Growth,Debt,Low Risk,5.0,4.91,3.87,
795,PGIM,PGIM India Overnight Fund Direct Growth,Debt,Low Risk,4.0,4.88,3.87,
796,Nippon,Nippon India Hybrid Bond Fund Direct Growth,Hybrid,High Risk,1.0,5.25,3.85,3.03
797,Sundaram,Sundaram Medium Term Bond Fund Direct Growth,Debt,Moderate Risk,1.0,2.32,3.84,5.31
798,DSP,DSP Overnight Fund Direct Growth,Debt,Low Risk,3.0,4.89,3.84,
799,HSBC,HSBC Overnight Fund Direct Growth,Debt,Low Risk,5.0,4.9,3.84,
800,Axis,Axis Overnight Fund Direct Growth,Debt,Low Risk,4.0,4.91,3.82,
801,Mahindra,Mahindra Manulife Overnight Fund Direct Growth,Debt,Low Risk,4.0,4.9,3.82,
802,Edelweiss,Edelweiss Overnight Fund Direct Growth,Debt,Low Risk,2.0,4.79,3.82,
803,LIC,LIC MF Overnight Fund Direct Growth,Debt,Low Risk,4.0,4.9,3.81,
804,Baroda,Baroda BNP Paribas Overnight Fund Direct Growth,Debt,Low Risk,4.0,4.87,3.81,
805,Nippon,Nippon India Overnight Fund Direct Growth,Debt,Low Risk,4.0,4.9,3.81,
806,Aditya,Aditya Birla Sun Life Overnight Fund Direct Growth,Debt,Low to Moderate Risk,4.0,4.87,3.8,
807,IIFL,IIFL Liquid Fund Direct Growth,Debt,Moderate Risk,1.0,4.97,3.8,4.82
808,JM,JM Overnight Fund Direct Growth,Debt,Low Risk,3.0,4.85,3.8,
809,Canara,Canara Robeco Overnight Fund Direct Growth,Debt,Low Risk,2.0,4.86,3.8,
810,UTI,UTI Overnight Fund Direct Growth,Debt,Low Risk,3.0,4.87,3.8,4.6
811,Tata,Tata Overnight Fund Direct Growth,Debt,Low Risk,3.0,4.87,3.79,
812,WhiteOak,WhiteOak Capital Liquid Fund Direct Growth,Debt,Low to Moderate Risk,1.0,4.78,3.78,
813,ITI,ITI Liquid Fund Direct Growth,Debt,Low Risk,2.0,4.98,3.78,
814,Kotak,Kotak Overnight Fund Direct Growth,Debt,Low Risk,3.0,4.88,3.78,
815,Sundaram,Sundaram Overnight Fund Direct Growth,Debt,Low Risk,2.0,4.85,3.78,
816,SBI,SBI Overnight Fund Direct Growth,Debt,Low Risk,2.0,4.85,3.77,4.64
817,ICICI,ICICI Prudential Overnight Fund Direct Growth,Debt,Low Risk,3.0,4.86,3.77,
818,Union,Union Overnight Fund Direct Growth,Debt,Low Risk,3.0,4.86,3.77,
819,IDFC,IDFC Overnight Fund Direct Growth,Debt,Low Risk,3.0,4.88,3.77,
820,Motilal,Motilal Oswal Liquid Fund Direct Growth,Debt,Low to Moderate Risk,1.0,4.78,3.76,
821,Invesco,Invesco India Overnight Fund Direct Growth,Debt,Low Risk,3.0,4.86,3.76,
822,UTI,UTI Medium Term Fund Direct Growth,Debt,Moderate Risk,2.0,3.38,3.75,4.69
823,HDFC,HDFC Overnight Fund Direct Plan Growth,Debt,Low Risk,2.0,4.83,3.75,4.6
824,ITI,ITI Overnight Fund Direct Growth,Debt,Low Risk,1.0,4.77,3.72,
825,Franklin,Franklin India Overnight Fund Direct Growth,Debt,Low Risk,2.0,4.82,3.72,
826,Principal,Principal Retirement Savings Fund Conservative Plan Direct Growth,Solution Oriented,Moderately High Risk,,6.05,3.7,6.09
827,Indiabulls,Indiabulls Overnight Fund Direct Growth,Debt,Low Risk,1.0,4.72,3.69,
828,JM,JM Short Term Plan Direct Growth,Debt,Moderate Risk,2.0,4.45,3.67,5.61
829,WhiteOak,WhiteOak Capital Overnight Fund Direct Growth,Debt,Low Risk,1.0,4.51,3.63,
830,JM,JM Arbitrage Fund Direct Growth,Hybrid,Low Risk,1.0,4.75,3.61,4.47
831,Nippon,Nippon India Equity Savings Fund Direct Growth,Hybrid,Moderate Risk,1.0,4.16,3.6,0.78
832,Taurus,Taurus Dynamic Income Fund Direct Growth,Debt,Moderate Risk,1.0,9.64,3.53,4.36
833,HSBC,HSBC Global Emerging Markets Direct Plan Growth,Other,Very High Risk,,-10.11,3.52,3.64
834,ITI,ITI Balanced Advantage Fund Direct Growth,Hybrid,Moderately High Risk,,-0.22,3.52,
835,Principal,Principal Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,2.0,7.81,3.47,6.16
836,Bank,Bank of India Arbitrage Fund Direct Growth,Hybrid,Low Risk,1.0,3.6,3.4,
837,Indiabulls,Indiabulls Arbitrage Fund Direct Growth,Hybrid,Low Risk,2.0,3.53,3.39,4.56
838,ITI,ITI Arbitrage Fund Direct Growth,Hybrid,Moderately Low Risk,1.0,3.28,3.37,
839,Baroda,Baroda Dynamic Bond Direct Growth,Debt,Moderate Risk,1.0,4.29,3.17,4.61
840,UTI,UTI Focussed Equity Fund Series I (2195 Days) Direct Growth,Equity,Moderately High Risk,,14.03,2.93,8.87
841,Nippon,Nippon India Japan Equity Fund Direct Growth,Equity,Very High Risk,,-9.06,2.59,3.94
842,Franklin,Franklin India Life Stage FoF The 50s Plus Direct Plan Growth,Other,Moderate Risk,1.0,5.48,1.61,3.06
843,UTI,UTI Credit Risk Fund Direct Growth,Debt,Moderately High Risk,1.0,4.93,1.32,-0.89
844,Edelweiss,Edelweiss Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,1.0,-0.73,0.85,3.32
845,Edelweiss,Edelweiss Emerging Markets Opportunities Equity Offshore Fund Direct Growth,Other,Very High Risk,,-12.09,0.71,3.1
846,Franklin,Franklin India Feeder Templeton European Opportunities Fund Direct Growth,Other,Very High Risk,,4.64,-0.44,1.28
847,Aditya,Aditya Birla Sun Life Global Excellence Equity FoF Retail Direct Growth,Other,Very High Risk,,-9.41,-0.49,4.42
848,Nippon,Nippon India Strategic Debt Fund Direct Growth,Debt,Very High Risk,2.0,3.0,-2.33,-0.84
849,PGIM,PGIM India Emerging Markets Equity Fund Direct Growth,Other,Very High Risk,,-25.08,-5.82,-2.27
850,Baroda,Baroda Treasury Advantage Direct Fund Growth,Debt,Low to Moderate Risk,1.0,3.96,-9.24,-2.95
851,HSBC,HSBC Brazil Direct Plan Growth,Other,Very High Risk,,7.89,-11.87,-3.47
852,Mirae,Mirae Asset S&P 500 Top 50 ETF FoF Direct Growth,Other,Very High Risk,,-10.99,,
853,Mirae,Mirae Asset NYSE FANG+ ETF FoF Direct Growth,Other,Very High Risk,,-36.06,,
854,Axis,Axis CRISIL IBX 50:50 Gilt Plus SDL Jun 2028 Index Fund Direct Growth,Other,Moderate Risk,,,,
855,ICICI,ICICI Prudential Strategic Metal and Energy Equity FoF Direct Growth,Other,Very High Risk,,,,
856,Axis,Axis Global Innovation FoF Direct Growth,Other,Very High Risk,,,,
857,Axis,Axis Global Equity Alpha FoF Direct Growth,Other,Very High Risk,,17.19,,
858,Sundaram,Sundaram Equity Fund Direct Growth,Equity,Very High Risk,,41.42,,
859,Principal,Principal Midcap Fund Direct Growth,Equity,Moderately High Risk,,49.1,,
860,SBI,SBI Fixed Maturity Plan Series 58 (1842 Days) Direct Growth,Debt,Moderate Risk,,,,
861,Kotak,Kotak Nifty SDL Plus AAA PSU Bond Jul 2033 60:40 Index Fund Direct Growth,Other,Moderate Risk,,,,
862,Tata,Tata Multi Asset Opportunities Fund Direct Growth,Hybrid,Very High Risk,,6.63,,
863,ICICI,ICICI Prudential Passive Multi Asset FoF Direct Growth,Other,High Risk,,8.32,,
864,Aditya,Aditya Birla Sun Life Silver ETF FoF Direct Growth,Other,Very High Risk,,,,
865,DSP,DSP Global Innovation FoF Direct Growth,Other,Very High Risk,,,,
866,Kotak,Kotak Global Innovation FoF Direct Growth,Other,Very High Risk,,-13.74,,
867,Mirae,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund Direct Growth,Other,Low to Moderate Risk,,,,
868,IDFC,IDFC Emerging Businesses Fund Direct Growth,Equity,Very High Risk,,-5.59,,
869,Mirae,Mirae Asset Banking and PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.44,,
870,ICICI,ICICI Prudential ESG Fund Direct Growth,Equity,Very High Risk,,1.3,,
871,Baroda,Baroda BNP Paribas Banking & PSU Bond Fund Direct Growth,Debt,Moderate Risk,2.0,2.66,,
872,Mirae,Mirae Asset Nifty 100 ESG Sector Leaders FoF Direct Growth,Other,Very High Risk,,1.05,,
873,Nippon,Nippon India Passive Flexicap FoF Direct Growth,Other,Very High Risk,,2.15,,
874,ICICI,ICICI Prudential Business Cycle Fund Direct Growth,Equity,Very High Risk,,8.73,,
875,Union,Union Midcap Fund Direct Growth,Equity,Very High Risk,,-1.72,,
876,BHARAT,BHARAT Bond FOF April 2031 Direct Growth,Other,Moderate Risk,,3.89,,
877,Mahindra,Mahindra Manulife Arbitrage Yojana Direct Growth,Hybrid,Low Risk,5.0,4.14,,
878,Invesco,Invesco India Focused 20 Equity Fund Direct Growth,Equity,Very High Risk,,-7.11,,
879,Nippon,Nippon India Nifty Smallcap 250 Index Fund Direct Growth,Other,Very High Risk,,-7.23,,
880,ITI,ITI Small Cap Fund Direct Growth,Equity,Very High Risk,,-3.34,,
881,Mirae,Mirae Asset Equity Allocator FoF Direct Growth,Other,Very High Risk,,2.74,,
882,DSP,DSP Value Fund Direct Growth,Equity,Very High Risk,,1.62,,
883,ICICI,ICICI Prudential Quant Fund Direct Growth,Equity,Very High Risk,,1.86,,
884,Aditya,Aditya Birla Sun Life ESG Fund Direct Growth,Equity,Very High Risk,,-10.51,,
885,Navi,Navi Nifty Midcap 150 Index Fund Direct Growth,Other,Very High Risk,,,,
886,Axis,Axis Nifty Midcap 50 Index Fund Direct Growth,Other,Very High Risk,,,,
887,UTI,UTI Nifty Midcap 150 Quality 50 Index Fund Direct Growth,Other,Very High Risk,,,,
888,Invesco,Invesco India Invesco EQQQ NASDAQ 100 ETF FoF Direct Growth,Other,Very High Risk,,,,
889,Quantum,Quantum Nifty 50 ETF FoF Direct Growth,Other,Very High Risk,,,,
890,Union,Union Gilt Fund Direct Growth,Debt,Moderate Risk,,,,
891,Quant,Quant Large Cap Fund Direct Growth,Equity,Very High Risk,,,,
892,IDFC,IDFC Midcap Fund Direct Growth,Equity,Very High Risk,,,,
893,Canara,Canara Robeco Banking and PSU Debt Fund Direct Growth,Debt,Moderate Risk,,,,
894,Franklin,Franklin India Balanced Advantage Fund Direct Growth,Hybrid,Very High Risk,,,,
895,IDFC,IDFC Nifty200 Momentum 30 Index Fund Direct Growth,Other,Very High Risk,,,,
896,ICICI,ICICI Prudential PSU Equity Fund Direct Growth,Equity,Very High Risk,,,,
897,SBI,SBI Balanced Advantage Fund Direct Growth,Hybrid,Moderately High Risk,,7.46,,
898,ICICI,ICICI Prudential Nifty Smallcap 250 Index Fund Direct Growth,Other,Very High Risk,,-6.92,,
899,Quant,Quant Value Fund Direct Growth,Equity,Very High Risk,,13.68,,
900,Union,Union Gilt Fund Direct Growth,Debt,Moderate Risk,,,,
901,Quant,Quant Large Cap Fund Direct Growth,Equity,Very High Risk,,,,
902,IDFC,IDFC Midcap Fund Direct Growth,Equity,Very High Risk,,,,
903,Canara,Canara Robeco Banking and PSU Debt Fund Direct Growth,Debt,Moderate Risk,,,,
904,Franklin,Franklin India Balanced Advantage Fund Direct Growth,Hybrid,Very High Risk,,,,
905,IDFC,IDFC Nifty200 Momentum 30 Index Fund Direct Growth,Other,Very High Risk,,,,
906,ICICI,ICICI Prudential PSU Equity Fund Direct Growth,Equity,Very High Risk,,,,
907,SBI,SBI Balanced Advantage Fund Direct Growth,Hybrid,Moderately High Risk,,7.46,,
908,ICICI,ICICI Prudential Nifty Smallcap 250 Index Fund Direct Growth,Other,Very High Risk,,-6.92,,
909,Quant,Quant Value Fund Direct Growth,Equity,Very High Risk,,13.68,,
910,Motilal,Motilal Oswal MSCI EAFE Top 100 Select Index Fund Direct Growth,Other,Very High Risk,,4.52,,
911,Axis,Axis Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,,,,
912,Nippon,Nippon India Silver ETF FoF Direct Growth,Other,Very High Risk,,,,
913,Mirae,Mirae Asset Nifty India Manufacturing ETF FoF Direct Growth,Other,Very High Risk,,,,
914,Motilal,Motilal Oswal Nifty 200 Momentum 30 Index Fund Direct Growth,Other,Very High Risk,,,,
915,ICICI,ICICI Prudential S&P BSE 500 ETF FOF Direct Growth,Other,Very High Risk,,2.83,,
916,Navi,Navi Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,,0.43,,
917,Aditya,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund Direct Growth,Other,Moderate Risk,,,,
918,TRUSTMF,TRUSTMF Overnight Fund Direct Growth,Debt,Low Risk,,4.86,,
919,ITI,ITI Conservative Hybrid Fund Direct Growth,Hybrid,Moderate Risk,,,,
920,Navi,Navi Nifty Midcap 150 Index Fund Direct Growth,Other,Very High Risk,,,,
921,Axis,Axis Nifty Midcap 50 Index Fund Direct Growth,Other,Very High Risk,,,,
922,UTI,UTI Nifty Midcap 150 Quality 50 Index Fund Direct Growth,Other,Very High Risk,,,,
923,Invesco,Invesco India Invesco EQQQ NASDAQ 100 ETF FoF Direct Growth,Other,Very High Risk,,,,
924,Quantum,Quantum Nifty 50 ETF FoF Direct Growth,Other,Very High Risk,,,,
925,Union,Union Gilt Fund Direct Growth,Debt,Moderate Risk,,,,
926,Quant,Quant Large Cap Fund Direct Growth,Equity,Very High Risk,,,,
927,IDFC,IDFC Midcap Fund Direct Growth,Equity,Very High Risk,,,,
928,Canara,Canara Robeco Banking and PSU Debt Fund Direct Growth,Debt,Moderate Risk,,,,
929,Franklin,Franklin India Balanced Advantage Fund Direct Growth,Hybrid,Very High Risk,,,,
930,Union,Union Hybrid Equity Fund Direct Growth,Hybrid,Very High Risk,,0.0,,
931,Mirae,Mirae Asset Banking and Financial Services Fund Direct Growth,Equity,Very High Risk,,10.15,,
932,TRUSTMF,TRUSTMF Banking & PSU Debt Fund Direct Growth,Debt,Moderate Risk,2.0,2.88,,
933,SBI,SBI Retirement Benefit Fund Aggressive Hybrid Plan Direct Growth,Solution Oriented,Very High Risk,,5.37,,
934,SBI,SBI Retirement Benefit Fund Conservative Hybrid Plan Direct Growth,Solution Oriented,High Risk,,4.93,,
935,IDFC,IDFC Floating Rate Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.46,,
936,ITI,ITI Mid Cap Fund Direct Growth,Equity,Very High Risk,,3.62,,
937,Aditya,Aditya Birla Sun Life Multi Cap Fund Direct Growth,Equity,Very High Risk,,-0.08,,
938,SBI,SBI Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,,-0.02,,
939,Parag,Parag Parikh Conservative Hybrid Fund Direct Growth,Hybrid,Moderately High Risk,,8.07,,
940,Nippon,Nippon India Asset Allocator FoF Direct Growth,Other,Very High Risk,,7.76,,
941,Mahindra,Mahindra Manulife Short Term Fund Direct Growth,Debt,Moderate Risk,3.0,4.05,,
942,Edelweiss,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund Direct Growth,Other,Low to Moderate Risk,,3.04,,
943,IDFC,IDFC CRISIL IBX Gilt April 2028 Index Fund Direct Growth,Other,Moderate Risk,,3.19,,
944,Mirae,Mirae Asset Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,4.0,5.02,,
945,HDFC,HDFC Asset Allocator FoF Direct Growth,Other,High Risk,,10.18,,
946,Canara,Canara Robeco Focused Equity Fund Direct Growth,Equity,Very High Risk,,1.89,,
947,Aditya,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund Direct Growth,Other,Very High Risk,,6.1,,
948,Tata,Tata Floating Rate Fund Direct Growth,Debt,Low to Moderate Risk,,4.85,,
949,Invesco,Invesco India Medium Duration Fund Direct Growth,Debt,Moderate Risk,,3.33,,
950,PGIM,PGIM India Small Cap Fund Direct Growth,Equity,Very High Risk,,-6.56,,
951,Edelweiss,Edelweiss Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,,,,
952,Mahindra,Mahindra Manulife Small Cap Fund Direct Growth,Equity,Very High Risk,,,,
953,IDFC,IDFC CRISIL IBX 90:10 SDL Plus Gilt September 2027 Index Fund Direct Growth,Other,Moderate Risk,,,,
954,HSBC,HSBC Nifty 50 Index Fund Direct Growth,Other,Very High Risk,,3.85,,
955,HSBC,HSBC Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,,-0.35,,
956,SBI,SBI Nifty Smallcap 250 Index Fund Direct Growth,Other,Very High Risk,,,,
957,Tata,Tata CRISIL IBX Gilt Index April 2026 Index Fund Direct Growth,Other,Moderate Risk,,,,
958,Aditya,Aditya Birla Sun Life CRISIL IBX Gilt April 2026 Index Fund Direct Growth,Other,Low to Moderate Risk,,,,
959,Aditya,Aditya Birla Sun Life CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund Direct Growth,Other,Moderately High Risk,,,,
960,Tata,Tata CRISIL IBX Gilt Index April 2026 Index Fund Direct Growth,Other,Moderate Risk,,,,
961,Aditya,Aditya Birla Sun Life CRISIL IBX Gilt April 2026 Index Fund Direct Growth,Other,Low to Moderate Risk,,,,
962,Aditya,Aditya Birla Sun Life CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund Direct Growth,Other,Moderately High Risk,,,,
963,Edelweiss,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund Direct Growth,Other,Moderate Risk,,,,
964,UTI,UTI Gold ETF FoF Direct Growth,Other,High Risk,,,,
965,Nippon,Nippon India Nifty SDL Plus G Sec Jun 2028 Maturity 70:30 Index Fund Direct Growth,Other,Moderate Risk,,,,
966,HDFC,HDFC Business Cycle Fund Direct Growth,Equity,Very High Risk,,,,
967,Edelweiss,Edelweiss Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,,,,
968,Mahindra,Mahindra Manulife Small Cap Fund Direct Growth,Equity,Very High Risk,,,,
969,IDFC,IDFC CRISIL IBX 90:10 SDL Plus Gilt September 2027 Index Fund Direct Growth,Other,Moderate Risk,,,,
970,HSBC,HSBC Nifty 50 Index Fund Direct Growth,Other,Very High Risk,,3.85,,
971,HSBC,HSBC Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,,-0.35,,
972,Baroda,Baroda BNP Paribas Multi Asset Fund Direct Growth,Hybrid,Very High Risk,,,,
973,Kotak,Kotak Nifty SDL Jul 2026 Index Fund Direct Growth,Other,Low to Moderate Risk,,,,
974,SBI,SBI International Access US Equity FoF Direct Growth,Other,Very High Risk,,,,
975,SBI,SBI International Access US Equity FoF Direct Growth,Other,Very High Risk,,,,
976,SBI,SBI Fixed Maturity Plan Series 5 (92 Days) Direct Growth,Debt,Moderately Low Risk,,,,
977,HSBC,HSBC Mid Cap Fund Direct Growth,Equity,Very High Risk,,-3.03,,
978,Axis,Axis Fixed Term Plan Series 109 (111 Days) Direct Growth,Debt,Moderate Risk,,,,
979,HSBC,HSBC Global Equity Climate Change FoF Direct Growth,Other,Very High Risk,,-12.26,,
980,IDFC,IDFC US Equity FoF Direct Growth,Other,Very High Risk,,-10.61,,
981,Edelweiss,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund Direct Growth,Other,Very High Risk,,-0.01,,
982,Kotak,Kotak Nasdaq 100 FOF Direct Growth,Other,Very High Risk,,-17.73,,
983,Kotak,Kotak International REIT FOF Direct Growth,Other,Very High Risk,,-0.3,,
984,PGIM,PGIM India Global Select Real Estate Securities FoF Direct Growth,Other,Very High Risk,,-9.81,,
985,Navi,Navi US Total Stock Market FoF Direct Growth,Other,Very High Risk,,,,
986,Mirae,Mirae Asset Global Electric & Autonomous Vehicles ETFs FoF Direct Growth,Other,Very High Risk,,,,
987,Mahindra,Mahindra Manulife Asia Pacific REITs FoF Direct Growth,Other,Very High Risk,2.0,-1.54,,
988,Aditya,Aditya Birla Sun Life NASDAQ 100 FOF Direct Growth,Other,Very High Risk,,-17.18,,
989,BHARAT,BHARAT Bond ETF FOF April 2033 Direct Growth,Other,Moderate Risk,,,,
990,Quant,Quant Overnight Fund Direct Growth,Debt,Low Risk,,,,
991,Aditya,Aditya Birla Sun Life Multi Index FoF Direct Growth,Other,Moderately High Risk,,,,
992,Samco,Samco Overnight Fund Direct Growth,Debt,Low Risk,,,,
993,TRUSTMF,TRUSTMF Corporate Bond Fund Direct Growth,Debt,Moderate Risk,,,,
994,Axis,Axis ESG Equity Fund Direct Growth,Equity,Very High Risk,,-8.23,,
995,Motilal,Motilal Oswal Multi Asset Fund Direct Growth,Hybrid,High Risk,,2.77,,
996,Mahindra,Mahindra Manulife Focused Equity Yojana Direct Growth,Equity,Very High Risk,4.0,8.3,,
997,Axis,Axis Special Situations Fund Direct Growth,Equity,Very High Risk,,-11.12,,
998,UTI,UTI Nifty200 Momentum 30 Index Fund Direct Growth,Other,Very High Risk,,-4.55,,
